User ID,Device ID,Device,Interaction Type,Status,Timestamp
7,F000940,Fridge,temperature change,powered on,2024-12-15 01:01:35
6,AC09204,Air Conditioner,mode change,powered on,2024-12-15 01:17:35
3,SP00529,Smart Plug,check power consumption,off,2024-12-15 00:46:35
7,V007016,Vacuum,start cleaning,idle,2024-12-15 01:32:35
8,SCM1117,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:36:35
3,F001894,Fridge,door open,powered on,2024-12-15 01:29:35
8,V004791,Vacuum,start cleaning,idle,2024-12-15 00:47:35
2,T003174,TV,mute,on,2024-12-15 00:44:35
5,SS07520,Smart Scale,check BMI,idle,2024-12-15 01:16:35
2,SH04088,Smart Hub,reconnect,disconnected,2024-12-15 01:09:35
8,SS01335,Smart Scale,check BMI,measuring,2024-12-15 00:43:35
3,F002810,Fridge,door close,powered on,2024-12-15 00:50:35
8,SS01235,Smart Scale,check BMI,measuring,2024-12-15 01:33:35
2,SH00210,Smart Hub,reconnect,disconnected,2024-12-15 00:49:35
5,V006515,Vacuum,start cleaning,idle,2024-12-15 01:17:35
5,SP05839,Smart Plug,turn on,off,2024-12-15 01:09:35
3,SS07492,Smart Scale,check BMI,idle,2024-12-15 01:09:35
2,SSC0149,Smart Security Camera,rotate camera,recording,2024-12-15 01:31:35
2,F005471,Fridge,temperature change,powered on,2024-12-15 01:02:35
5,SP07788,Smart Plug,turn off,on,2024-12-15 01:19:35
9,SCM2293,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:57:35
2,SH00296,Smart Hub,check device status,disconnected,2024-12-15 00:44:35
8,SCM0569,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:31:35
1,AC00159,Air Conditioner,fan speed change,powered on,2024-12-15 01:37:35
3,SCM6757,Smart Coffee Machine,start brewing,idle,2024-12-15 01:04:35
2,T008321,TV,volume change,on,2024-12-15 01:20:35
2,SP02320,Smart Plug,check power consumption,on,2024-12-15 01:23:35
7,SH05506,Smart Hub,check device status,connected,2024-12-15 01:11:35
8,T003463,TV,channel change,on,2024-12-15 01:15:35
5,SH00480,Smart Hub,check device status,disconnected,2024-12-15 01:23:35
6,SSC3299,Smart Security Camera,rotate camera,recording,2024-12-15 01:38:35
2,V003817,Vacuum,stop cleaning,cleaning,2024-12-15 01:20:35
2,SL00521,Smart Light,color change,on,2024-12-15 01:01:35
3,SL06110,Smart Light,brightness change,on,2024-12-15 01:28:35
8,SLK5566,Smart Lock,check status,unlocked,2024-12-15 00:46:35
8,T001629,TV,volume change,on,2024-12-15 00:49:35
9,SH00899,Smart Hub,check device status,connected,2024-12-15 01:24:35
9,AC01518,Air Conditioner,mode change,powered on,2024-12-15 01:31:35
8,SCM4632,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:32:35
9,SCM2903,Smart Coffee Machine,start brewing,idle,2024-12-15 01:17:35
9,SCM6182,Smart Coffee Machine,start brewing,idle,2024-12-15 01:37:35
3,F006488,Fridge,door open,powered on,2024-12-15 01:38:35
9,SS02414,Smart Scale,check BMI,idle,2024-12-15 01:22:35
4,SS03125,Smart Scale,check BMI,measuring,2024-12-15 01:01:35
2,SCM6036,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:36:35
2,SLK4977,Smart Lock,lock,unlocked,2024-12-15 01:12:35
4,T006554,TV,mute,on,2024-12-15 01:12:35
4,SSC0559,Smart Security Camera,rotate camera,recording,2024-12-15 01:09:35
3,SS08543,Smart Scale,check BMI,measuring,2024-12-15 00:48:35
2,SH03176,Smart Hub,check device status,disconnected,2024-12-15 00:59:35
3,SSC7620,Smart Security Camera,rotate camera,idle,2024-12-15 01:35:35
9,SLK3215,Smart Lock,unlock,locked,2024-12-15 00:51:35
5,SSC2275,Smart Security Camera,rotate camera,idle,2024-12-15 00:43:35
2,SS06457,Smart Scale,check BMI,idle,2024-12-15 01:38:35
9,SP05933,Smart Plug,check power consumption,off,2024-12-15 00:58:35
9,AC07262,Air Conditioner,mode change,powered on,2024-12-15 01:29:35
3,SLK6949,Smart Lock,lock,locking in progress,2024-12-15 01:15:35
4,SS02862,Smart Scale,measure weight,measuring,2024-12-15 00:46:35
1,SH06149,Smart Hub,check device status,disconnected,2024-12-15 01:14:35
5,T002406,TV,channel change,on,2024-12-15 01:15:35
7,SP01178,Smart Plug,check power consumption,on,2024-12-15 00:53:35
5,AC07693,Air Conditioner,mode change,powered on,2024-12-15 01:14:35
9,F002401,Fridge,temperature change,powered on,2024-12-15 01:32:35
6,SLK9307,Smart Lock,check status,locking in progress,2024-12-15 01:29:35
4,SSC2328,Smart Security Camera,stop recording,recording,2024-12-15 00:51:35
4,AC02083,Air Conditioner,fan speed change,powered on,2024-12-15 00:42:35
6,SLK6515,Smart Lock,check status,locked,2024-12-15 01:38:35
3,SS06617,Smart Scale,check BMI,idle,2024-12-15 01:27:35
9,SLK2691,Smart Lock,check status,unlocked,2024-12-15 01:37:35
3,SLK5628,Smart Lock,unlock,locked,2024-12-15 01:40:35
1,SCM3904,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:19:35
1,F005894,Fridge,door open,powered on,2024-12-15 00:58:35
4,SL07492,Smart Light,mode change,on,2024-12-15 01:21:35
1,V007412,Vacuum,battery check,idle,2024-12-15 00:48:35
9,AC05732,Air Conditioner,temperature change,powered on,2024-12-15 00:48:35
9,SSC1148,Smart Security Camera,rotate camera,recording,2024-12-15 01:19:35
2,SLK1323,Smart Lock,check status,unlocked,2024-12-15 00:56:35
7,SSC4535,Smart Security Camera,start recording,idle,2024-12-15 01:11:35
8,SH06635,Smart Hub,check device status,disconnected,2024-12-15 01:12:35
3,SH08689,Smart Hub,check device status,connected,2024-12-15 01:38:35
3,SH05472,Smart Hub,reconnect,disconnected,2024-12-15 00:48:35
2,T004393,TV,channel change,on,2024-12-15 01:10:35
7,SP06591,Smart Plug,turn on,off,2024-12-15 01:36:35
4,SP08726,Smart Plug,check power consumption,off,2024-12-15 00:59:35
9,SS08124,Smart Scale,measure weight,measuring,2024-12-15 01:01:35
6,T009971,TV,volume change,on,2024-12-15 01:31:35
3,SCM6933,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:32:35
6,SCM4470,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:33:35
4,SCM1119,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:01:35
2,SLK1058,Smart Lock,check status,locked,2024-12-15 01:26:35
3,SS09837,Smart Scale,check BMI,idle,2024-12-15 01:35:35
9,SH01477,Smart Hub,check device status,disconnected,2024-12-15 01:25:35
7,V007960,Vacuum,stop cleaning,cleaning,2024-12-15 01:08:35
4,T005293,TV,mute,on,2024-12-15 01:21:35
8,SLK0560,Smart Lock,check status,unlocked,2024-12-15 01:16:35
8,SLK6479,Smart Lock,check status,locking in progress,2024-12-15 00:55:35
1,SL00968,Smart Light,brightness change,on,2024-12-15 01:06:35
2,SP05489,Smart Plug,turn off,on,2024-12-15 01:11:35
5,V006704,Vacuum,battery check,idle,2024-12-15 01:40:35
9,SSC2688,Smart Security Camera,start recording,idle,2024-12-15 00:57:35
5,SS01331,Smart Scale,check BMI,idle,2024-12-15 01:28:35
3,SCM0339,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:34:35
5,SS01424,Smart Scale,check BMI,idle,2024-12-15 01:23:35
9,SLK8597,Smart Lock,check status,locking in progress,2024-12-15 01:00:35
7,SH02097,Smart Hub,add new device,connected,2024-12-15 00:50:35
9,SSC8324,Smart Security Camera,rotate camera,recording,2024-12-15 01:23:35
3,F009302,Fridge,temperature change,powered on,2024-12-15 01:22:35
6,SSC2768,Smart Security Camera,rotate camera,idle,2024-12-15 01:17:35
6,SCM2225,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:26:35
7,SSC1145,Smart Security Camera,rotate camera,idle,2024-12-15 01:03:35
5,SLK1908,Smart Lock,lock,locking in progress,2024-12-15 01:25:35
2,SCM5903,Smart Coffee Machine,start brewing,idle,2024-12-15 01:40:35
8,AC09925,Air Conditioner,temperature change,powered on,2024-12-15 01:33:35
9,SLK4533,Smart Lock,lock,unlocked,2024-12-15 01:34:35
1,SS04126,Smart Scale,check BMI,measuring,2024-12-15 01:22:35
9,SSC5156,Smart Security Camera,stop recording,recording,2024-12-15 01:13:35
3,SCM7071,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:07:35
3,SSC9732,Smart Security Camera,rotate camera,idle,2024-12-15 01:08:35
2,SP09210,Smart Plug,check power consumption,on,2024-12-15 01:13:35
9,SCM9063,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:20:35
6,SLK3005,Smart Lock,check status,unlocked,2024-12-15 01:28:35
9,SP07011,Smart Plug,turn off,on,2024-12-15 01:39:35
8,AC03620,Air Conditioner,temperature change,powered on,2024-12-15 00:56:35
4,SCM3882,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:41:35
8,SH07746,Smart Hub,check device status,connected,2024-12-15 01:40:35
1,SLK7835,Smart Lock,check status,unlocked,2024-12-15 00:42:35
5,SCM4911,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:50:35
8,SCM0881,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:11:35
5,SP08132,Smart Plug,check power consumption,on,2024-12-15 01:22:35
8,SCM0374,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:51:35
7,SCM0073,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:24:35
3,SP02898,Smart Plug,turn off,on,2024-12-15 01:37:35
5,AC05651,Air Conditioner,mode change,powered on,2024-12-15 01:20:35
8,SLK5811,Smart Lock,lock,locking in progress,2024-12-15 01:38:35
1,T009974,TV,channel change,on,2024-12-15 01:20:35
3,SP09267,Smart Plug,check power consumption,on,2024-12-15 01:22:35
3,SLK7908,Smart Lock,unlock,locked,2024-12-15 01:34:35
9,SL06929,Smart Light,mode change,on,2024-12-15 01:01:35
5,SL01052,Smart Light,mode change,on,2024-12-15 01:23:35
7,SLK9981,Smart Lock,check status,locking in progress,2024-12-15 01:26:35
4,SCM9959,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:26:35
7,AC05072,Air Conditioner,mode change,powered on,2024-12-15 00:45:35
5,SH07081,Smart Hub,check device status,disconnected,2024-12-15 01:29:35
2,T004561,TV,channel change,on,2024-12-15 01:03:35
2,SS01438,Smart Scale,measure weight,measuring,2024-12-15 01:08:35
4,AC06635,Air Conditioner,mode change,powered on,2024-12-15 00:47:35
1,SSC3117,Smart Security Camera,rotate camera,idle,2024-12-15 01:16:35
4,F003145,Fridge,door open,powered on,2024-12-15 01:09:35
5,SP02793,Smart Plug,check power consumption,off,2024-12-15 01:36:35
5,T000772,TV,mute,on,2024-12-15 00:44:35
3,SSC8579,Smart Security Camera,start recording,idle,2024-12-15 01:02:35
1,SSC3688,Smart Security Camera,start recording,idle,2024-12-15 00:51:35
5,SCM8625,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:03:35
8,SL03260,Smart Light,mode change,on,2024-12-15 01:17:35
7,SP04602,Smart Plug,turn on,off,2024-12-15 00:54:35
6,SS09550,Smart Scale,check BMI,idle,2024-12-15 01:24:35
3,F004219,Fridge,door open,powered on,2024-12-15 01:33:35
4,SH04319,Smart Hub,check device status,connected,2024-12-15 01:10:35
4,SLK6546,Smart Lock,check status,unlocked,2024-12-15 00:58:35
4,T004204,TV,mute,on,2024-12-15 01:25:35
3,F003916,Fridge,door open,powered on,2024-12-15 01:20:35
4,SP07897,Smart Plug,turn off,on,2024-12-15 00:53:35
9,SS04242,Smart Scale,check BMI,idle,2024-12-15 00:46:35
3,SCM2210,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:40:35
1,AC02542,Air Conditioner,temperature change,powered on,2024-12-15 01:29:35
6,SCM2977,Smart Coffee Machine,start brewing,idle,2024-12-15 01:05:35
6,SL07951,Smart Light,mode change,on,2024-12-15 01:01:35
5,SLK0840,Smart Lock,check status,unlocked,2024-12-15 01:40:35
6,SH04774,Smart Hub,check device status,disconnected,2024-12-15 01:22:35
5,SH02092,Smart Hub,reconnect,disconnected,2024-12-15 01:27:35
4,SP00627,Smart Plug,check power consumption,on,2024-12-15 01:17:35
9,SSC4054,Smart Security Camera,start recording,idle,2024-12-15 01:09:35
7,SLK6771,Smart Lock,check status,locking in progress,2024-12-15 00:55:35
1,V000298,Vacuum,battery check,idle,2024-12-15 01:28:35
6,AC06091,Air Conditioner,mode change,powered on,2024-12-15 00:49:35
7,V002606,Vacuum,stop cleaning,cleaning,2024-12-15 01:26:35
3,SH00397,Smart Hub,add new device,connected,2024-12-15 00:53:35
6,SS03488,Smart Scale,measure weight,measuring,2024-12-15 01:16:35
9,SLK7954,Smart Lock,check status,unlocked,2024-12-15 00:51:35
9,SH02899,Smart Hub,check device status,disconnected,2024-12-15 00:53:35
4,F000459,Fridge,temperature change,powered on,2024-12-15 01:06:35
9,SL06316,Smart Light,color change,on,2024-12-15 01:05:35
9,V001421,Vacuum,stop cleaning,cleaning,2024-12-15 01:21:35
8,SP09534,Smart Plug,check power consumption,on,2024-12-15 00:51:35
5,SL00958,Smart Light,color change,on,2024-12-15 00:48:35
2,T003489,TV,volume change,on,2024-12-15 01:25:35
7,SP02574,Smart Plug,turn off,on,2024-12-15 01:39:35
5,SLK3279,Smart Lock,lock,unlocked,2024-12-15 00:53:35
2,F006414,Fridge,temperature change,powered on,2024-12-15 01:26:35
1,SP01054,Smart Plug,turn off,on,2024-12-15 01:01:35
2,SL07281,Smart Light,mode change,on,2024-12-15 01:12:35
6,SSC0682,Smart Security Camera,start recording,idle,2024-12-15 00:44:35
3,SL08929,Smart Light,mode change,on,2024-12-15 01:21:35
5,SSC2904,Smart Security Camera,stop recording,recording,2024-12-15 01:36:35
6,SL09570,Smart Light,brightness change,on,2024-12-15 01:20:35
4,SS05467,Smart Scale,check BMI,measuring,2024-12-15 01:18:35
1,SCM1064,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:21:35
8,SSC2273,Smart Security Camera,stop recording,recording,2024-12-15 01:16:35
1,SL05872,Smart Light,mode change,on,2024-12-15 00:54:35
3,SS01482,Smart Scale,measure weight,measuring,2024-12-15 01:38:35
1,AC06624,Air Conditioner,temperature change,powered on,2024-12-15 01:01:35
8,SLK2849,Smart Lock,unlock,locked,2024-12-15 01:00:35
2,SCM6392,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:47:35
8,SH04767,Smart Hub,check device status,disconnected,2024-12-15 00:42:35
8,SCM7702,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:04:35
2,SS09326,Smart Scale,check BMI,idle,2024-12-15 01:19:35
5,SLK6880,Smart Lock,check status,locked,2024-12-15 01:18:35
7,SL03800,Smart Light,color change,on,2024-12-15 01:38:35
6,SLK7340,Smart Lock,unlock,locked,2024-12-15 00:56:35
7,SSC6221,Smart Security Camera,rotate camera,idle,2024-12-15 01:14:35
5,V006686,Vacuum,start cleaning,idle,2024-12-15 01:40:35
6,SLK3804,Smart Lock,check status,locked,2024-12-15 00:55:35
7,SCM1619,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:24:35
7,SS07067,Smart Scale,measure weight,measuring,2024-12-15 00:54:35
9,SLK6140,Smart Lock,lock,unlocked,2024-12-15 01:23:35
7,SL03895,Smart Light,mode change,on,2024-12-15 01:04:35
3,SLK8469,Smart Lock,unlock,locked,2024-12-15 00:49:35
2,SP03029,Smart Plug,check power consumption,off,2024-12-15 01:14:35
8,SL08651,Smart Light,color change,on,2024-12-15 00:54:35
6,AC03540,Air Conditioner,temperature change,powered on,2024-12-15 00:48:35
5,F008571,Fridge,door open,powered on,2024-12-15 01:08:35
7,SS04050,Smart Scale,check BMI,idle,2024-12-15 00:42:35
2,T009870,TV,volume change,on,2024-12-15 01:14:35
5,SP09204,Smart Plug,check power consumption,on,2024-12-15 01:09:35
1,SP06078,Smart Plug,turn on,off,2024-12-15 01:37:35
6,F006621,Fridge,temperature change,powered on,2024-12-15 01:35:35
9,SS07579,Smart Scale,measure weight,measuring,2024-12-15 01:21:35
2,F004716,Fridge,door open,powered on,2024-12-15 01:16:35
4,SL08216,Smart Light,mode change,on,2024-12-15 00:53:35
5,AC00903,Air Conditioner,fan speed change,powered on,2024-12-15 00:44:35
6,SP00014,Smart Plug,check power consumption,off,2024-12-15 01:37:35
6,SLK0609,Smart Lock,check status,unlocked,2024-12-15 01:02:35
6,SH05170,Smart Hub,reconnect,disconnected,2024-12-15 01:28:35
7,SH07145,Smart Hub,check device status,connected,2024-12-15 01:02:35
5,SS06383,Smart Scale,measure weight,measuring,2024-12-15 00:48:35
7,T005591,TV,mute,on,2024-12-15 01:33:35
8,SH08999,Smart Hub,add new device,connected,2024-12-15 01:17:35
8,T004157,TV,channel change,on,2024-12-15 01:06:35
3,T004953,TV,mute,on,2024-12-15 00:57:35
2,SH08871,Smart Hub,reconnect,disconnected,2024-12-15 00:48:35
9,SH06144,Smart Hub,reconnect,disconnected,2024-12-15 00:48:35
7,SS09025,Smart Scale,measure weight,measuring,2024-12-15 01:30:35
9,SS02199,Smart Scale,check BMI,measuring,2024-12-15 01:09:35
5,SL00880,Smart Light,brightness change,on,2024-12-15 00:43:35
5,SSC5738,Smart Security Camera,start recording,idle,2024-12-15 01:29:35
6,F009199,Fridge,door close,powered on,2024-12-15 00:54:35
1,F004089,Fridge,door open,powered on,2024-12-15 01:07:35
9,SH06691,Smart Hub,reconnect,disconnected,2024-12-15 01:06:35
4,V000319,Vacuum,battery check,idle,2024-12-15 01:19:35
5,SSC3991,Smart Security Camera,rotate camera,idle,2024-12-15 01:15:35
8,SCM4282,Smart Coffee Machine,start brewing,idle,2024-12-15 00:56:35
4,SS02471,Smart Scale,measure weight,measuring,2024-12-15 01:00:35
8,SSC2532,Smart Security Camera,start recording,idle,2024-12-15 00:49:35
5,F000476,Fridge,temperature change,powered on,2024-12-15 01:22:35
5,SLK8454,Smart Lock,check status,locking in progress,2024-12-15 00:51:35
8,SCM2040,Smart Coffee Machine,start brewing,idle,2024-12-15 01:03:35
6,SSC3897,Smart Security Camera,rotate camera,recording,2024-12-15 01:02:35
8,F000755,Fridge,door open,powered on,2024-12-15 01:11:35
3,F003682,Fridge,temperature change,powered on,2024-12-15 01:34:35
3,SH00912,Smart Hub,reconnect,disconnected,2024-12-15 01:02:35
5,SH09744,Smart Hub,reconnect,disconnected,2024-12-15 01:05:35
7,SCM3444,Smart Coffee Machine,stop brewing,brewing,2024-12-15 00:46:35
6,V002971,Vacuum,stop cleaning,cleaning,2024-12-15 00:46:35
6,SS04874,Smart Scale,check BMI,idle,2024-12-15 01:20:35
7,V001828,Vacuum,stop cleaning,cleaning,2024-12-15 01:25:35
6,V004037,Vacuum,stop cleaning,cleaning,2024-12-15 00:43:35
2,SLK9985,Smart Lock,check status,locking in progress,2024-12-15 00:50:35
9,T007935,TV,mute,on,2024-12-15 01:40:35
2,SSC7263,Smart Security Camera,stop recording,recording,2024-12-15 01:18:35
1,SCM1453,Smart Coffee Machine,start brewing,idle,2024-12-15 01:09:35
1,SP01197,Smart Plug,check power consumption,off,2024-12-15 01:24:35
2,SLK9050,Smart Lock,check status,locking in progress,2024-12-15 01:33:35
2,SL07293,Smart Light,mode change,on,2024-12-15 00:46:35
9,SH02007,Smart Hub,reconnect,disconnected,2024-12-15 00:43:35
6,SP08501,Smart Plug,turn on,off,2024-12-15 01:03:35
6,SP03845,Smart Plug,check power consumption,on,2024-12-15 01:26:35
1,SLK5320,Smart Lock,lock,locking in progress,2024-12-15 01:00:35
3,T001489,TV,volume change,on,2024-12-15 00:51:35
1,SS09182,Smart Scale,check BMI,idle,2024-12-15 00:43:35
8,SL06601,Smart Light,brightness change,on,2024-12-15 01:04:35
6,SP00105,Smart Plug,turn on,off,2024-12-15 00:50:35
2,SSC4362,Smart Security Camera,rotate camera,idle,2024-12-15 00:50:35
5,SH08131,Smart Hub,add new device,connected,2024-12-15 00:59:35
8,SLK5440,Smart Lock,lock,unlocked,2024-12-15 01:23:35
4,T000908,TV,mute,on,2024-12-15 00:43:35
4,SL01214,Smart Light,mode change,on,2024-12-15 01:34:35
8,T005301,TV,volume change,on,2024-12-15 01:33:35
2,SS09613,Smart Scale,check BMI,idle,2024-12-15 01:37:35
2,SCM7620,Smart Coffee Machine,stop brewing,brewing,2024-12-15 01:39:35
6,SS06185,Smart Scale,check BMI,idle,2024-12-15 01:09:35
9,F008525,Fridge,door close,powered on,2024-12-15 01:06:35
6,SS09550,Smart Scale,check BMI,idle,2024-12-15 00:50:35
9,SH09762,Smart Hub,reconnect,disconnected,2024-12-15 00:45:35
7,SH04320,Smart Hub,add new device,connected,2024-12-15 00:54:35
5,SH00439,Smart Hub,check device status,connected,2024-12-15 01:18:35
7,SCM7875,Smart Coffee Machine,start brewing,idle,2024-12-15 01:18:35
1,SLK5942,Smart Lock,check status,unlocked,2024-12-15 01:40:35
2,SS06844,Smart Scale,check BMI,measuring,2024-12-15 01:21:35
6,SP03566,Smart Plug,check power consumption,on,2024-12-15 00:55:35
7,T009185,TV,channel change,on,2024-12-15 01:27:35
6,SH07433,Smart Hub,check device status,disconnected,2024-12-15 01:14:35
9,V009673,Vacuum,battery check,idle,2024-12-15 01:02:35
1,SS06422,Smart Scale,check BMI,measuring,2024-12-15 01:10:35
5,AC09183,Air Conditioner,fan speed change,powered on,2024-12-15 01:07:35
8,SSC7544,Smart Security Camera,rotate camera,idle,2024-12-15 01:08:35
6,SH07640,Smart Hub,check device status,disconnected,2024-12-15 01:29:35
9,V007156,Vacuum,battery check,idle,2024-12-15 01:27:35
1,V002028,Vacuum,stop cleaning,cleaning,2024-12-15 00:54:35
5,SCM8708,Smart Coffee Machine,check coffee level,brewing,2024-12-15 00:52:35
7,AC05505,Air Conditioner,mode change,powered on,2024-12-15 01:34:35
8,SH03313,Smart Hub,add new device,connected,2024-12-15 00:45:35
8,F008872,Fridge,door close,powered on,2024-12-15 00:43:35
4,SCM2022,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:47:35
3,SH06885,Smart Hub,check device status,connected,2024-12-15 00:44:35
3,AC01545,Air Conditioner,mode change,powered on,2024-12-15 01:00:35
5,SH03518,Smart Hub,check device status,disconnected,2024-12-15 01:16:35
4,SLK3903,Smart Lock,check status,unlocked,2024-12-15 01:14:35
5,SL02027,Smart Light,brightness change,on,2024-12-15 01:30:35
8,SP02892,Smart Plug,turn off,on,2024-12-15 01:34:35
9,F009781,Fridge,door close,powered on,2024-12-15 01:29:35
5,V001720,Vacuum,stop cleaning,cleaning,2024-12-15 01:15:35
7,SLK7288,Smart Lock,lock,unlocked,2024-12-15 01:40:35
2,SLK7213,Smart Lock,lock,unlocked,2024-12-15 00:42:35
7,SL00214,Smart Light,mode change,on,2024-12-15 00:46:35
7,SSC0333,Smart Security Camera,rotate camera,recording,2024-12-15 01:23:35
9,SH07322,Smart Hub,check device status,disconnected,2024-12-15 01:14:35
5,V003216,Vacuum,stop cleaning,cleaning,2024-12-15 01:16:35
8,SS07257,Smart Scale,check BMI,idle,2024-12-15 01:07:35
6,T005588,TV,mute,on,2024-12-15 01:10:35
3,SCM1131,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:26:35
8,SS03672,Smart Scale,check BMI,idle,2024-12-15 01:30:35
5,SCM6046,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:58:35
2,SP02532,Smart Plug,turn off,on,2024-12-15 01:37:35
7,SCM7775,Smart Coffee Machine,start brewing,idle,2024-12-15 01:14:35
3,SLK7448,Smart Lock,check status,unlocked,2024-12-15 01:15:35
3,SLK9069,Smart Lock,unlock,locked,2024-12-15 00:50:35
8,SCM9645,Smart Coffee Machine,stop brewing,brewing,2024-12-15 00:56:35
6,SS07684,Smart Scale,check BMI,idle,2024-12-15 01:32:35
4,SCM5436,Smart Coffee Machine,start brewing,idle,2024-12-15 00:45:35
9,SP01014,Smart Plug,check power consumption,on,2024-12-15 01:10:35
7,SH09184,Smart Hub,add new device,connected,2024-12-15 01:10:35
5,SP00459,Smart Plug,check power consumption,on,2024-12-15 01:41:35
3,SP04347,Smart Plug,check power consumption,on,2024-12-15 01:04:35
7,SP03945,Smart Plug,check power consumption,off,2024-12-15 01:20:35
9,SSC7440,Smart Security Camera,rotate camera,idle,2024-12-15 00:54:35
6,SP08766,Smart Plug,turn on,off,2024-12-15 00:44:35
3,F008874,Fridge,door open,powered on,2024-12-15 00:52:35
8,F005791,Fridge,door open,powered on,2024-12-15 01:19:35
4,F005010,Fridge,temperature change,powered on,2024-12-15 01:27:35
6,SL02111,Smart Light,mode change,on,2024-12-15 00:59:35
8,AC02167,Air Conditioner,fan speed change,powered on,2024-12-15 00:44:35
2,SS02881,Smart Scale,check BMI,idle,2024-12-15 01:11:35
9,SSC0865,Smart Security Camera,start recording,idle,2024-12-15 01:15:35
5,SH00143,Smart Hub,check device status,connected,2024-12-15 01:17:35
9,T000829,TV,mute,on,2024-12-15 01:19:35
4,SS08203,Smart Scale,measure weight,measuring,2024-12-15 01:18:35
3,F005235,Fridge,door close,powered on,2024-12-15 01:39:35
5,T000442,TV,channel change,on,2024-12-15 00:45:35
1,AC07195,Air Conditioner,fan speed change,powered on,2024-12-15 00:55:35
8,SCM1846,Smart Coffee Machine,check coffee level,idle,2024-12-15 01:36:35
4,SLK7755,Smart Lock,check status,locked,2024-12-15 01:30:35
3,SSC4975,Smart Security Camera,stop recording,recording,2024-12-15 01:22:35
6,AC09876,Air Conditioner,fan speed change,powered on,2024-12-15 00:56:35
2,SCM8622,Smart Coffee Machine,start brewing,idle,2024-12-15 01:35:35
3,SH09279,Smart Hub,check device status,disconnected,2024-12-15 01:29:35
5,SCM7161,Smart Coffee Machine,check coffee level,brewing,2024-12-15 01:14:35
7,SLK7706,Smart Lock,unlock,locked,2024-12-15 00:44:35
8,SH08722,Smart Hub,add new device,connected,2024-12-15 00:42:35
7,SS01121,Smart Scale,check BMI,measuring,2024-12-15 01:13:35
4,SH09808,Smart Hub,reconnect,disconnected,2024-12-15 01:01:35
5,SSC4416,Smart Security Camera,stop recording,recording,2024-12-15 00:58:35
9,SLK8170,Smart Lock,lock,locking in progress,2024-12-15 01:21:35
9,SSC4605,Smart Security Camera,start recording,idle,2024-12-15 00:51:35
4,V008778,Vacuum,start cleaning,idle,2024-12-15 01:37:35
3,F007460,Fridge,temperature change,powered on,2024-12-15 01:12:35
9,AC05727,Air Conditioner,fan speed change,powered on,2024-12-15 00:49:35
8,SLK2236,Smart Lock,lock,unlocked,2024-12-15 01:18:35
9,F000713,Fridge,door open,powered on,2024-12-15 01:01:35
7,SLK7002,Smart Lock,lock,unlocked,2024-12-15 00:59:35
3,SS01669,Smart Scale,check BMI,measuring,2024-12-15 01:32:35
3,T005852,TV,channel change,on,2024-12-15 01:32:35
1,SCM9798,Smart Coffee Machine,check coffee level,idle,2024-12-15 00:58:35
6,SLK1481,Smart Lock,check status,unlocked,2024-12-15 01:27:35
7,SP04467,Smart Plug,turn off,on,2024-12-15 01:26:35
4,F003199,Fridge,temperature change,powered on,2024-12-15 01:01:35
3,V002442,Vacuum,stop cleaning,cleaning,2024-12-15 01:09:35
1,V005632,Vacuum,stop cleaning,cleaning,2024-12-15 00:46:35
7,AC00853,Air Conditioner,temperature change,powered on,2024-12-15 00:53:35
3,SLK2951,Smart Lock,check status,unlocked,2024-12-15 01:11:35
6,V007208,Vacuum,stop cleaning,cleaning,2024-12-15 00:55:35
8,SH03292,Smart Hub,add new device,connected,2024-12-15 01:27:35
2,SLK0725,Smart Lock,check status,unlocked,2024-12-15 01:17:35
2,SS02933,Smart Scale,check BMI,measuring,2024-12-15 01:32:35
3,V003032,Vacuum,stop cleaning,cleaning,2024-12-15 01:39:35
3,SH08855,Smart Hub,check device status,disconnected,2024-12-15 01:15:35
